8.2 100
200 150
658 3574 58 96

Coordinates
1       5.6131       1.9176            0
2       5.1367       2.1253            0
3       5.7741       2.4482            0
4       5.3518       1.4286            0
5       5.8277       2.1526      0.69869
6       5.6092       1.6096      0.72478
7       4.8371       1.9393          0.5
8        5.049        2.451          0.5
9       4.7307       1.5796            0
10       5.9263       2.7844       0.5988
11       5.8284            3            0
12            5            1            0
13            5            1            0
14       5.2897       1.1175       0.7683
15       5.1441       3.0225            0
16       5.0946       2.1998       1.1414
17          4.5          1.5          0.5
18       5.1213            3          0.5
19       4.2063       2.3552            0
20       4.2123       2.0698          0.5
21       5.2426       2.7174       1.2374
22       5.7879       1.6628       1.4912
23       4.0881       1.7173      0.16862
24       4.0881       1.7173      0.16862
25       4.8024       1.6123       1.3135
26       5.9341       3.3108      0.69068
27       4.8825      0.71026       0.7683
28        4.305       2.7093          0.5
29       5.7741       3.5518            0
30       4.5714      0.64825            0
31       4.1668       1.0129            0
32       4.0607       1.1629          0.5
33        5.049        3.549          0.5
34       4.3877       1.1976       1.3135
35        4.309       3.3971            0
36       3.7296       1.5816          0.5
37       6.1156       3.0438       1.6264
38       5.2123      0.78768       1.6986
39       4.3904      0.39077      0.72478
40       5.8187       3.8829      0.70912
41       4.4117       3.5848          0.5
42        5.209       3.5639       1.3404
43       5.6131       4.0824            0
44       4.0824      0.38687            0
45       3.3971        1.691            0
46       4.9746       4.0554            0
47       5.3684       2.4145       2.1885
48        3.549      0.95096          0.5
49       4.8371       4.0607          0.5
50       3.8623      0.90597         1.26
51       3.2553       2.3209          0.5
52       4.6956      0.37537       1.6759
53       3.2578       2.6859            0
54       3.4247       0.7243            0
55       4.7333       1.2667       2.2497
56       6.1922       2.3276       2.4539
57       3.8474      0.17232      0.69869
58       4.9422       4.1452       1.2074
59       5.3518       4.5714            0
60       3.5518      0.22592            0
61       3.0091       1.4118          0.5
62       5.6486       1.0595       2.5737
63        5.967        4.042       1.7888
64       4.0429       4.1828          0.5
65       5.7174       1.8886       2.8167
66       5.7174       1.8886       2.8167
67       4.1752      0.85476       2.2221
68          4.5          4.5          0.5
69            3      0.87868          0.5
70        5.418       3.5264       2.3736
71       3.2231      0.77085       1.1309
72       5.4314       4.7245       0.8623
73       3.2483       3.5995          0.5
74       3.3321     0.084427      0.59964
75       3.6448       4.2063            0
76       4.4204       4.7307            0
77       4.5788       4.5788       1.0911
78       5.0533      0.42809       2.6169
79       3.5908    -0.011723       1.3616
80            5            5            0
81            3      0.17157            0
82       5.0744       4.2537       2.1041
83       5.1557       1.5065       3.1577
84       5.5627       4.7468        1.544
85       5.0718       5.0718      0.57439
86       2.3552       1.7937            0
87       4.0607       4.8371          0.5
88        2.451      0.95096          0.5
89       6.3537       3.1978       3.0041
90       2.6852      0.76061       1.2429
91       6.1191       4.0394       2.5983
92        2.598       3.4898            0
93       4.6685       4.6685        1.764
94       2.3501      0.85744            0
95       2.3566       2.9153          0.5
96       4.2582    -0.022137       2.5183
97       5.1529       5.1529       1.2235
98       4.5583      0.88756       3.1712
99       2.6892     0.065888      0.69068
100       6.0503       1.3963       3.4947
101       3.1995        4.515          0.5
102       2.0698       1.7877          0.5
103       2.4482      0.22592            0
104       4.5714       5.3518            0
105       4.0869       4.9673       1.1697
106       5.5858       3.5169       3.2345
107       6.3874       2.3302       3.5328
108       5.7077       4.7721       2.3056
109       2.9629      0.56146       2.1838
110       4.7245       5.4314       0.8623
111       5.6981       2.6681       3.6666
112       5.5097       0.6312       3.5223
113       5.2346       4.2772       2.8997
114       3.6499       5.1426            0
115        3.549        5.049          0.5
116       1.9393       1.1629          0.5
117       2.6029        4.309            0
118        5.244        5.244       1.9518
119       4.7698       4.7698       2.5238
120       2.1171      0.18127      0.70912
121       1.9131       1.0327       1.1697
122        1.691       2.6029            0
123       2.5252       4.3862          0.5
124         5.79       1.6584       3.9781
125         5.79       1.6584       3.9781
126       1.9176      0.38687            0
127       4.0824       5.6131            0
128       4.7468       5.5627        1.544
129       4.1089       5.1301       1.9855
130       1.5883       2.4152          0.5
131       2.3522    -0.050245       1.6397
132       4.2909     -0.16468       3.3342
133       1.4796       1.4865            0
134            3       5.1213          0.5
135          1.5          1.5          0.5
136       1.7937       3.6448            0
137       6.2854       4.0677       3.5419
138       3.3148       5.2394       1.2429
139       5.0142       1.0554       4.0977
140        2.919     -0.26216       2.4592
141       5.5903       1.8537        4.272
142       5.8656       4.8019       3.1489
143       3.8829       5.8187      0.70912
144       1.8911      0.86994       1.9855
145        1.485       3.1995          0.5
146       1.7877       3.9302          0.5
147       2.7805       5.2282            0
148       1.4212       1.4212       1.0911
149       6.5369       3.2435       4.0553
150       1.4286      0.64825            0
151       3.5518       5.7741            0
152       5.3453       5.3453       2.7625
153       5.7527       3.5572       4.1443
154        2.451        5.049          0.5
155       1.1629       1.9393          0.5
156       5.4051       4.3142        3.785
157       2.7769       5.2292       1.1309
158       3.3992     -0.36961       3.1947
159       4.7721       5.7077       2.3056
160       4.8832       4.8832        3.374
161       4.2772       5.2346       2.8997
162       3.3319       0.3019       3.6666
163       1.2755      0.56863       0.8623
164       1.3315       1.3315        1.764
165       2.0358       4.9219            0
166       3.3108       5.9341      0.69068
167            1            1            0
168            3       5.8284            0
169       1.0578       1.8548       1.2074
170       1.9393       4.8371          0.5
171      0.95096        2.451          0.5
172      0.88392       2.0745            0
173       2.4831      0.41421       3.2345
174       6.5942       2.3869       4.6253
175       4.1463      0.40973        4.272
176       0.9282       0.9282      0.57439
177       5.9101       2.7374       4.7457
178       1.2532      0.43732        1.544
