80 1000
1500 1000
139 726 15 26

Coordinates
1       5.2572     -0.59235            8
2          5.5          0.5            8
3       3.9151     -0.41506            8
4        4.729       0.2275       6.5783
5       6.5923      0.74278            8
6        3.475       -1.216            8
7       4.3704     -0.69415       6.2887
8        5.749      0.25104       5.9917
9       5.7725        1.271       6.5783
10       2.8683     -0.96356       6.4336
11       6.4151       2.0849            8
12       2.9315     -0.20989       6.2769
13       6.6941       1.6296       6.2887
14       2.0849     -0.41506            8
15       5.1123       0.8877       5.0923
16       3.9836      0.18803       5.0488
17        7.216        2.525            8
18       1.5987      -1.0046            8
19       3.3172     -0.62335       4.5751
20       6.2514       2.9091       6.4997
21        5.812       2.0164       5.0488
22       4.8316     0.023486       3.7702
23       6.9636       3.1317       6.4336
24       6.1281       1.3078       4.1185
25       1.6094     -0.51924       5.4056
26       4.2296      0.55133       3.7812
27       6.4151       3.9151            8
28       2.3952      0.23629       4.2536
29          0.5          0.5            8
30       5.2481       1.4987       3.5866
31       6.6233       2.6828       4.5751
32       0.7601       0.7601       6.0493
33       5.9438       3.6573       5.2463
34       7.0046       4.4013            8
35            0            0            8
36       5.9141       4.5449       6.7417
37      0.20675      0.20675        6.346
38       1.7586     -0.26655       3.7677
39       5.7175        2.928       3.6668
40     0.085933       1.4551       6.7417
41       3.4106     -0.25761       2.5736
42       6.5192       4.3906       5.4056
43      0.41349      0.41349       4.6921
44       3.0814      0.49237       2.5557
45       1.0202       1.0202       4.0985
46       4.5821       1.1284       2.2469
47          5.5          5.5            8
48       5.2399       5.2399       6.0493
49     -0.41506       2.0849            8
50       6.2576       2.5894       2.5736
51       4.5745      0.30005       1.6806
52       6.2665       4.2414       3.7677
53       5.3197       2.2763       2.1368
54     0.056184       2.3427       5.2463
55       5.7933       5.7933        6.346
56      -1.0046       1.5987            8
57            6            6            8
58          5.7       1.4255       1.6806
59     -0.51924       1.6094       5.4056
60     -0.25136       3.0909       6.4997
61       4.9798       4.9798       4.0985
62      0.62024      0.62024       3.0381
63       5.4051       3.6667       2.4862
64       2.0027     0.011539       1.8217
65       5.5865       5.5865       4.6921
66       3.9151       6.4151            8
67     -0.41506       3.9151            8
68       1.2686       1.2686       2.2358
69     -0.96356       2.8683       6.4336
70     -0.26655       1.7586       3.7677
71       3.0685       6.2099       6.2769
72      0.18803       3.9836       5.0488
73       0.2275        4.729       6.5783
74      0.28249        3.072       3.6668
75       3.6048       5.7637       4.2536
76       4.3906       6.5192       5.4056
77        1.271       5.7725       6.5783
78       -1.216        3.475            8
79       4.4013       7.0046            8
80       2.0849       6.4151            8
81          0.5          5.5            8
82       5.9885       3.9973       1.8217
83       0.8877       5.1123       5.0923
84       2.0164        5.812       5.0488
85       5.3798       5.3798       3.0381
86      0.59486       2.3333       2.4862
87          4.5          1.5          0.5
88     -0.62335       3.3172       4.5751
89       4.7314       4.7314       2.2358
90     -0.69415       4.3704       6.2887
91            3      0.87868          0.5
92       3.1317       6.9636       6.4336
93      0.81647      0.81647       1.4682
94      0.75188       4.5013       3.5866
95       4.2414       6.2665       3.7677
96       1.7704       5.4487       3.7812
97            5            1            0
98            5            1            0
99       3.7321      0.26795            0
100     -0.59235       5.2572            8
101        2.525        7.216            8
102       5.1213            3          0.5
103       1.6296       6.6941       6.2887
104      0.25104        5.749       5.9917
105       2.6828       6.6233       4.5751
